Ma,possible_cols,total_cols,total_cols_mean,total_cols_sd,total_area,total_area_mean,total_area_sd 
714,949,33,21.64,2.928508429,756474.1321,504014.887,91952.44949
715,949,32,20.7,2.921532737,727973.3506,475010.9505,91510.23129
716,949,32,20.7,2.921532737,727973.3506,475010.9505,91510.23129
717,949,32,20.7,2.921532737,727973.3506,475010.9505,91510.23129
718,949,32,20.5,2.914609664,727931.0133,472112.3452,89994.20817
719,949,32,20.5,2.914609664,727931.0133,472112.3452,89994.20817
720,949,32,20.5,2.914609664,727931.0133,472112.3452,89994.20817
721,949,22,14.55,2.302282574,520510.7523,354925.158,84022.0678
722,949,22,14.55,2.302282574,520510.7523,354925.158,84022.0678
723,949,22,14.33,2.352969325,520447.2814,341870.8431,83716.25046
724,949,22,14.33,2.352969325,520447.2814,341870.8431,83716.25046
725,949,22,14.17,2.445589723,516767.4158,337360.7305,82815.51463
726,949,23,14.79,2.594847264,572898.6086,373981.5447,94945.66085
727,949,23,14.79,2.594847264,572898.6086,373981.5447,94945.66085
728,949,23,14.79,2.594847264,572898.6086,373981.5447,94945.66085
729,949,23,14.79,2.594847264,572898.6086,373981.5447,94945.66085
730,949,23,14.79,2.594847264,572898.6086,373981.5447,94945.66085
731,949,23,14.79,2.594847264,572898.6086,373981.5447,94945.66085
732,949,22,14.23,2.518035951,562399.7477,366603.7152,89465.64317
733,949,22,14.23,2.518035951,562399.7477,366603.7152,89465.64317
734,949,22,14.23,2.518035951,562399.7477,366603.7152,89465.64317
735,949,22,14.23,2.518035951,562399.7477,366603.7152,89465.64317
736,949,22,14.23,2.518035951,562399.7477,366603.7152,89465.64317
737,949,22,14.25,2.555939804,562399.7477,367379.7482,88978.74574
738,949,22,14.25,2.555939804,562399.7477,367379.7482,88978.74574
739,949,22,14.25,2.555939804,562399.7477,367379.7482,88978.74574
740,949,22,14.25,2.555939804,562399.7477,367379.7482,88978.74574
741,949,22,14.25,2.555939804,562399.7477,367379.7482,88978.74574
742,949,22,14.25,2.555939804,562399.7477,367379.7482,88978.74574
743,949,22,14.27,2.473516288,562399.7477,367876.1825,88619.46876
744,949,23,14.91,2.510965849,688469.8159,445665.42,111367.2975
745,949,23,14.91,2.510965849,688469.8159,445665.42,111367.2975
746,949,22,14.18,2.536122866,674187.1414,432488.2902,111279.7716
747,949,22,14.18,2.536122866,674187.1414,432488.2902,111279.7716
748,949,24,15.47,2.653204657,694627.2836,447920.5533,122793.9735
749,949,23,14.7,2.532615528,687926.667,443067.5209,119894.4493
750,949,23,14.7,2.532615528,687926.667,443067.5209,119894.4493
751,949,23,14.7,2.532615528,687926.667,443067.5209,119894.4493
752,949,23,14.7,2.532615528,687926.667,443067.5209,119894.4493
753,949,23,14.7,2.532615528,687926.667,443067.5209,119894.4493
754,949,23,14.7,2.595645149,687926.667,441291.3294,121344.1156
755,949,23,14.7,2.595645149,687926.667,441291.3294,121344.1156
756,949,23,14.7,2.595645149,687926.667,441291.3294,121344.1156
757,949,23,14.7,2.595645149,687926.667,441291.3294,121344.1156
758,949,23,14.7,2.595645149,687926.667,441291.3294,121344.1156
759,949,23,14.7,2.595645149,687926.667,441291.3294,121344.1156
760,949,23,14.72,2.590113293,687926.667,442695.9158,119409.7873
761,949,23,14.72,2.590113293,687926.667,442695.9158,119409.7873
762,949,23,14.72,2.590113293,687926.667,442695.9158,119409.7873
763,949,23,14.72,2.590113293,687926.667,442695.9158,119409.7873
764,949,23,14.72,2.590113293,687926.667,442695.9158,119409.7873
765,949,23,14.76,2.519098765,656339.0894,424469.0572,112788.5231
766,949,23,14.76,2.519098765,656339.0894,424469.0572,112788.5231
767,949,23,14.65,2.524126011,705903.5543,457215.8521,120288.3005
768,949,24,15.31,2.576878544,762034.747,490012.2085,120629.9503
769,949,24,15.31,2.576878544,762034.747,490012.2085,120629.9503
770,949,24,15.31,2.576878544,762034.747,490012.2085,120629.9503
771,949,24,15.44,2.499777768,716204.975,464484.4148,122935.4138
772,949,25,16.08,2.584647759,860890.0173,551019.4912,140466.3531
773,949,25,16.01,2.645732222,838639.9413,532717.2387,140394.0563
774,949,25,16.01,2.645732222,838639.9413,532717.2387,140394.0563
775,949,25,16.01,2.645732222,838639.9413,532717.2387,140394.0563
776,949,25,16.01,2.645732222,838639.9413,532717.2387,140394.0563
777,949,25,16,2.799711385,838639.9413,535475.1174,139125.558
778,949,25,16,2.799711385,838639.9413,535475.1174,139125.558
779,949,25,16,2.799711385,838639.9413,535475.1174,139125.558
780,949,25,16,2.799711385,838639.9413,535475.1174,139125.558
781,949,26,16.63,2.855634162,926396.1379,584492.2671,141051.2144
782,949,26,16.63,2.855634162,926396.1379,584492.2671,141051.2144
783,949,26,16.63,2.855634162,926396.1379,584492.2671,141051.2144
784,949,26,16.63,2.855634162,926396.1379,584492.2671,141051.2144
785,949,26,16.63,2.855634162,926396.1379,584492.2671,141051.2144
786,949,24,15.37,2.653965967,855975.9105,540923.9029,142861.4269
787,949,24,15.37,2.653965967,855975.9105,540923.9029,142861.4269
788,949,24,15.37,2.653965967,855975.9105,540923.9029,142861.4269
789,949,24,15.37,2.653965967,855975.9105,540923.9029,142861.4269
790,949,24,15.37,2.653965967,855975.9105,540923.9029,142861.4269
791,949,22,14.03,2.645579503,838776.4331,527799.8014,154594.8928
792,949,22,14.03,2.645579503,838776.4331,527799.8014,154594.8928
793,949,22,14.03,2.645579503,838776.4331,527799.8014,154594.8928
794,949,22,14.03,2.645579503,838776.4331,527799.8014,154594.8928
795,949,22,14,2.581988897,838776.4331,526892.1755,149196.991
796,949,22,14,2.581988897,838776.4331,526892.1755,149196.991
797,949,22,14,2.581988897,838776.4331,526892.1755,149196.991
798,949,22,14,2.581988897,838776.4331,526892.1755,149196.991
799,949,21,13.36,2.56440278,818996.164,514639.9815,148967.1815
800,949,21,13.36,2.56440278,818996.164,514639.9815,148967.1815
801,949,21,13.36,2.56440278,818996.164,514639.9815,148967.1815
802,949,21,13.36,2.56440278,818996.164,514639.9815,148967.1815
803,949,21,13.36,2.56440278,818996.164,514639.9815,148967.1815
804,949,21,13.36,2.56440278,818996.164,514639.9815,148967.1815
805,949,21,13.3,2.536600764,818996.164,513348.1596,147121.8725
806,949,21,13.3,2.536600764,818996.164,513348.1596,147121.8725
807,949,21,13.3,2.536600764,818996.164,513348.1596,147121.8725
808,949,21,13.3,2.536600764,818996.164,513348.1596,147121.8725
809,949,21,13.3,2.536600764,818996.164,513348.1596,147121.8725
810,949,21,13.3,2.536600764,818996.164,513348.1596,147121.8725
811,949,21,13.3,2.536600764,818996.164,513348.1596,147121.8725
812,949,21,13.35,2.575623882,818996.164,524788.7841,144340.0193
813,949,21,13.35,2.575623882,818996.164,524788.7841,144340.0193
814,949,21,13.32,2.465437859,818996.164,531694.8476,141786.0017
815,949,21,13.32,2.465437859,818996.164,531694.8476,141786.0017
816,949,21,13.32,2.465437859,818996.164,531694.8476,141786.0017
817,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
818,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
819,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
820,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
821,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
822,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
823,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
824,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
825,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
826,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
827,949,22,13.91,2.5029074,832871.714,538243.3666,144865.5944
828,949,23,14.54,2.544234917,865729.652,557339.9186,145004.1269
829,949,23,14.54,2.544234917,865729.652,557339.9186,145004.1269
830,949,23,14.54,2.544234917,865729.652,557339.9186,145004.1269
831,949,23,14.54,2.544234917,865729.652,557339.9186,145004.1269
832,949,23,14.54,2.544234917,865729.652,557339.9186,145004.1269
833,949,24,15.18,2.528144607,910182.5947,584497.1786,145930.1162
834,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
835,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
836,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
837,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
838,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
839,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
840,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
841,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
842,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
843,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
844,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
845,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
846,949,24,15.2,2.453609998,910182.5947,592883.7436,146858.4245
847,949,24,15.25,2.430342704,910182.5947,599124.0188,140213.4351
848,949,29,18.4,2.722892105,1061805.423,701880.703,161018.8716
849,949,29,18.4,2.722892105,1061805.423,701880.703,161018.8716
850,949,29,18.4,2.722892105,1061805.423,701880.703,161018.8716
851,949,21,13.26,2.316475902,865272.3717,569786.4767,155409.3039
852,949,21,13.26,2.316475902,865272.3717,569786.4767,155409.3039
853,949,21,13.17,2.322724802,865272.3717,566421.0636,164463.5427
854,949,21,13.17,2.322724802,865272.3717,566421.0636,164463.5427
855,949,21,13.17,2.322724802,865272.3717,566421.0636,164463.5427
856,949,21,13.17,2.322724802,865272.3717,566421.0636,164463.5427
857,949,21,13.17,2.322724802,865272.3717,566421.0636,164463.5427
858,949,21,13.17,2.322724802,865272.3717,566421.0636,164463.5427
859,949,21,13.17,2.322724802,865272.3717,566421.0636,164463.5427
860,949,21,13.17,2.322724802,865272.3717,566421.0636,164463.5427
861,949,20,12.58,2.279376133,840728.7565,551710.015,162087.9034
862,949,20,12.44,2.235254714,840728.7565,536143.0186,153535.2375
863,949,20,12.38,2.282033472,840728.7565,538065.4893,155308.6277
864,949,20,12.38,2.282033472,840728.7565,538065.4893,155308.6277
865,949,20,12.38,2.282033472,840728.7565,538065.4893,155308.6277
866,949,20,12.38,2.282033472,840728.7565,538065.4893,155308.6277
867,949,20,12.38,2.282033472,840728.7565,538065.4893,155308.6277
868,949,18,11.11,2.164427748,823395.367,525684.8839,147973.5089
869,949,18,11.11,2.164427748,823395.367,525684.8839,147973.5089
870,949,18,11.07,2.170765354,823395.367,519781.0107,139265.529
871,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
872,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
873,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
874,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
875,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
876,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
877,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
878,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
879,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
880,949,18,11.12,2.198622158,823395.367,519192.4795,148622.1996
881,949,18,11.21,2.194092159,823395.367,532719.4584,163009.7163
882,949,18,11.21,2.194092159,823395.367,532719.4584,163009.7163
883,949,20,12.31,2.355715165,883154.4304,560482.2876,163781.1682
884,949,20,12.31,2.355715165,883154.4304,560482.2876,163781.1682
885,949,20,12.31,2.355715165,883154.4304,560482.2876,163781.1682
886,949,20,12.32,2.411588185,946867.8289,596595.2554,173417.1009
887,949,20,12.32,2.411588185,946867.8289,596595.2554,173417.1009
888,949,20,12.32,2.411588185,946867.8289,596595.2554,173417.1009
889,949,21,12.98,2.616883797,947763.2725,601290.1757,171125.7007
890,949,22,13.59,2.708367133,899094.5833,572238.7139,155587.0316
891,949,22,13.59,2.708367133,899094.5833,572238.7139,155587.0316
892,949,22,13.59,2.708367133,899094.5833,572238.7139,155587.0316
893,949,23,14.21,2.764475218,924664.4629,586565.4771,155425.6245
894,949,23,14.21,2.764475218,924664.4629,586565.4771,155425.6245
895,949,23,14.21,2.764475218,924664.4629,586565.4771,155425.6245
896,949,23,14.21,2.764475218,924664.4629,586565.4771,155425.6245
897,949,23,14.21,2.764475218,924664.4629,586565.4771,155425.6245
898,949,23,14.21,2.764475218,924664.4629,586565.4771,155425.6245
899,949,23,14.22,2.743513931,924664.4629,584789.961,148467.4566
900,949,23,14.22,2.743513931,924664.4629,584789.961,148467.4566
901,949,23,14.22,2.743513931,924664.4629,584789.961,148467.4566
902,949,24,14.84,2.791473309,1101284.785,693825.2179,181699.3796
903,949,24,14.84,2.791473309,1101284.785,693825.2179,181699.3796
904,949,24,14.84,2.791473309,1101284.785,693825.2179,181699.3796
905,949,24,14.84,2.791473309,1101284.785,693825.2179,181699.3796
906,949,24,14.84,2.791473309,1101284.785,693825.2179,181699.3796
907,949,25,15.57,2.76432906,1343837.817,880969.5896,231489.107
908,949,26,16.23,2.692507374,1355803.237,884531.9385,233917.1499
909,949,25,15.7,2.568260033,1341927.687,874780.4336,229531.4015
910,949,25,15.7,2.568260033,1341927.687,874780.4336,229531.4015
911,949,25,15.7,2.568260033,1341927.687,874780.4336,229531.4015
912,949,25,15.7,2.568260033,1341927.687,874780.4336,229531.4015
913,949,25,15.7,2.568260033,1341927.687,874780.4336,229531.4015
914,949,25,15.7,2.568260033,1341927.687,874780.4336,229531.4015
915,949,25,15.7,2.568260033,1341927.687,874780.4336,229531.4015
916,949,25,15.7,2.568260033,1341927.687,874780.4336,229531.4015
917,949,25,15.83,2.462055477,1341927.687,872563.5387,218976.7183
918,949,25,15.83,2.462055477,1341927.687,872563.5387,218976.7183
919,949,25,15.83,2.462055477,1341927.687,872563.5387,218976.7183
920,949,25,15.83,2.462055477,1341927.687,872563.5387,218976.7183
921,949,25,15.83,2.462055477,1341927.687,872563.5387,218976.7183
922,949,25,15.83,2.462055477,1341927.687,872563.5387,218976.7183
923,949,25,15.83,2.462055477,1341927.687,872563.5387,218976.7183
924,949,22,13.81,2.385541465,1284763.887,835349.1642,230675.9675
925,949,22,13.81,2.385541465,1284763.887,835349.1642,230675.9675
926,949,22,14.06,2.360534095,1284984.662,921020.9423,235789.7226
927,949,22,14.06,2.360534095,1284984.662,921020.9423,235789.7226
928,949,22,14.06,2.360534095,1284984.662,921020.9423,235789.7226
929,949,22,14.06,2.360534095,1284984.662,921020.9423,235789.7226
930,949,22,14.06,2.360534095,1284984.662,921020.9423,235789.7226
931,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
932,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
933,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
934,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
935,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
936,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
937,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
938,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
939,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
940,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
941,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
942,949,19,12.3,2.067057637,1092332.472,787611.2969,225483.1814
943,949,18,11.65,2.026964691,1059474.534,770148.8755,222322.7243
944,949,18,11.65,2.026964691,1059474.534,770148.8755,222322.7243
945,949,18,11.6,2,1059474.534,777871.5855,211574.3958
946,949,17,10.96,1.938029823,971718.3372,713745.0692,210338.4306
947,949,17,10.96,1.938029823,971718.3372,713745.0692,210338.4306
948,949,17,10.96,1.938029823,971718.3372,713745.0692,210338.4306
949,949,17,10.96,1.938029823,971718.3372,713745.0692,210338.4306
950,949,16,10.34,1.913376623,943701.1053,692617.3808,202460.4269
951,949,16,10.34,1.913376623,943701.1053,692617.3808,202460.4269
952,949,16,10.06,1.94271496,943480.3299,615852.3206,200313.8582
953,949,16,10.06,1.94271496,943480.3299,615852.3206,200313.8582
954,949,16,10.04,1.958766877,943480.3299,609673.1664,199035.4879
955,949,17,10.5,2.067057637,957355.8799,617633.8643,200351.9095
956,949,17,10.5,2.067057637,957355.8799,617633.8643,200351.9095
957,949,17,10.5,2.067057637,957355.8799,617633.8643,200351.9095
958,949,17,10.5,2.067057637,957355.8799,617633.8643,200351.9095
959,949,16,9.87,1.977933827,814941.2552,535678.2667,178764.3983
960,949,16,9.87,1.977933827,814941.2552,535678.2667,178764.3983
961,949,16,9.87,1.977933827,814941.2552,535678.2667,178764.3983
962,949,16,9.87,1.977933827,814941.2552,535678.2667,178764.3983
963,949,16,9.82,2.006957595,814941.2552,511472.7067,166615.8277
964,949,16,9.82,2.006957595,814941.2552,511472.7067,166615.8277
965,949,16,9.82,2.006957595,814941.2552,511472.7067,166615.8277
966,949,15,9.22,2.042873793,792215.3433,500619.4435,178558.5769
967,949,15,9.22,2.042873793,792215.3433,500619.4435,178558.5769
968,949,15,9.22,2.042873793,792215.3433,500619.4435,178558.5769
969,949,15,9.22,2.042873793,792215.3433,500619.4435,178558.5769
970,949,14,8.56,1.96597317,780249.9238,492251.7345,171424.0324
971,949,14,8.56,1.96597317,780249.9238,492251.7345,171424.0324
972,949,14,8.56,1.96597317,780249.9238,492251.7345,171424.0324
973,949,16,9.97,2.14831388,838157.7824,539867.2811,185209.4556
974,949,16,9.97,2.14831388,838157.7824,539867.2811,185209.4556
975,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
976,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
977,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
978,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
979,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
980,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
981,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
982,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
983,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
984,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
985,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
986,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
987,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
988,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
989,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
990,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
991,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
992,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
993,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
994,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
995,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
996,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
997,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
998,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
999,949,16,10.03,2.138889545,838157.7824,545444.6782,193320.4247
1000,949,15,9.44,2.152377121,661537.46,445068.1648,177696.0314
1001,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1002,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1003,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1004,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1005,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1006,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1007,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1008,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1009,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1010,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1011,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1012,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1013,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1014,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1015,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1016,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1017,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1018,949,15,9.54,2.124508262,672731.4934,435793.2599,165775.9381
1019,949,14,8.86,2.093858263,430178.4617,275722.5712,86728.13582
1020,949,14,8.86,2.093858263,430178.4617,275722.5712,86728.13582
1021,949,15,9.4,2.160246899,453149.0353,288174.8692,85443.95365
1022,949,15,9.4,2.160246899,453149.0353,288174.8692,85443.95365
1023,949,15,9.4,2.160246899,453149.0353,288174.8692,85443.95365
1024,949,15,9.4,2.160246899,453149.0353,288174.8692,85443.95365
1025,949,15,9.4,2.160246899,453149.0353,288174.8692,85443.95365
1026,949,16,10.04,2.260419198,468383.3071,298415.5401,88080.8705
1027,949,15,9.32,2.164357744,418904.5424,263385.9021,81330.66183
1028,949,15,9.32,2.164357744,418904.5424,263385.9021,81330.66183
1029,949,15,9.32,2.164357744,418904.5424,263385.9021,81330.66183
1030,949,16,9.96,2.196967607,448420.837,281517.2747,80443.24249
1031,949,17,10.59,2.327243134,533875.1947,329460.7575,97849.43243
1032,949,17,10.59,2.327243134,533875.1947,329460.7575,97849.43243
1033,949,17,10.59,2.327243134,533875.1947,329460.7575,97849.43243
1034,949,17,10.59,2.327243134,533875.1947,329460.7575,97849.43243
1035,949,17,10.61,2.242360769,533875.1947,330311.0513,95988.90859
1036,949,17,10.61,2.242360769,533875.1947,330311.0513,95988.90859
1037,949,17,10.61,2.242360769,533875.1947,330311.0513,95988.90859
1038,949,18,11.18,2.271385462,612057.914,379903.7011,104502.2315
1039,949,18,11.18,2.271385462,612057.914,379903.7011,104502.2315
1040,949,18,11.18,2.271385462,612057.914,379903.7011,104502.2315
1041,949,20,12.49,2.363420736,635387.7608,400716.0321,101457.2757
1042,949,21,13.21,2.371101266,648921.2646,411486.2463,102252.7022
1043,949,21,13.21,2.371101266,648921.2646,411486.2463,102252.7022
1044,949,21,13.21,2.371101266,648921.2646,411486.2463,102252.7022
1045,949,21,13.21,2.371101266,648921.2646,411486.2463,102252.7022
1046,949,20,12.49,2.363420736,635387.7608,400716.0321,101457.2757
1047,949,20,12.42,2.387594199,635387.7608,402906.6187,106231.3043
1048,949,20,12.42,2.387594199,635387.7608,402906.6187,106231.3043
1049,949,20,12.42,2.387594199,635387.7608,402906.6187,106231.3043
1050,949,20,12.42,2.387594199,635387.7608,402906.6187,106231.3043
1051,949,20,12.42,2.387594199,635387.7608,402906.6187,106231.3043
1052,949,20,12.42,2.387594199,635387.7608,402906.6187,106231.3043
1053,949,20,12.42,2.387594199,635387.7608,402906.6187,106231.3043
1054,949,20,12.42,2.387594199,635387.7608,402906.6187,106231.3043
1055,949,19,11.85,2.417841929,557205.0415,352656.4745,102942.7733
1056,949,19,11.85,2.417841929,557205.0415,352656.4745,102942.7733
1057,949,19,11.85,2.417841929,557205.0415,352656.4745,102942.7733
1058,949,19,11.85,2.417841929,557205.0415,352656.4745,102942.7733
1059,949,19,11.85,2.417841929,557205.0415,352656.4745,102942.7733
1060,949,19,11.85,2.417841929,557205.0415,352656.4745,102942.7733
1061,949,19,11.81,2.431672326,550611.6945,345463.7189,98894.78521
1062,949,19,11.81,2.431672326,550611.6945,345463.7189,98894.78521
1063,949,18,11.17,2.322724802,536748.8532,335616.2185,96716.27002
1064,949,18,11.17,2.322724802,536748.8532,335616.2185,96716.27002
1065,949,18,11.17,2.322724802,536748.8532,335616.2185,96716.27002
1066,949,18,11.17,2.322724802,536748.8532,335616.2185,96716.27002
1067,949,18,11.17,2.322724802,536748.8532,335616.2185,96716.27002
1068,949,18,11.17,2.322724802,536748.8532,335616.2185,96716.27002
1069,949,18,11.17,2.322724802,536748.8532,335616.2185,96716.27002
1070,949,18,11.17,2.322724802,536748.8532,335616.2185,96716.27002
1071,949,19,11.82,2.396883498,614931.5725,387160.9929,114766.9955
1072,949,19,11.82,2.396883498,614931.5725,387160.9929,114766.9955
1073,949,19,11.82,2.396883498,614931.5725,387160.9929,114766.9955
1074,949,19,11.82,2.396883498,614931.5725,387160.9929,114766.9955
1075,949,19,11.82,2.396883498,614931.5725,387160.9929,114766.9955
1076,949,20,12.49,2.401577764,629588.1875,394440.0346,114458.4182
1077,949,19,11.88,2.353935025,619188.1482,391241.4365,111664.4851
1078,949,19,11.88,2.353935025,619188.1482,391241.4365,111664.4851
1079,949,19,11.88,2.353935025,619188.1482,391241.4365,111664.4851
1080,949,19,11.88,2.353935025,619188.1482,391241.4365,111664.4851
1081,949,18,11.3,2.337658329,594757.137,373949.3823,113215.2601
1082,949,18,11.3,2.337658329,594757.137,373949.3823,113215.2601
1083,949,18,11.3,2.337658329,594757.137,373949.3823,113215.2601
1084,949,18,11.3,2.337658329,594757.137,373949.3823,113215.2601
1085,949,17,10.64,2.176643696,526074.4029,328104.4025,100606.1738
1086,949,18,11.21,2.293138646,552090.5224,341937.523,103207.8054
1087,949,18,11.21,2.293138646,552090.5224,341937.523,103207.8054
1088,949,18,11.21,2.293138646,552090.5224,341937.523,103207.8054
1089,949,18,11.21,2.293138646,552090.5224,341937.523,103207.8054
1090,949,18,11.21,2.293138646,552090.5224,341937.523,103207.8054
1091,949,17,10.61,2.140966458,528755.7932,334968.456,92984.06772
1092,949,17,10.61,2.140966458,528755.7932,334968.456,92984.06772
1093,949,17,10.61,2.140966458,528755.7932,334968.456,92984.06772
1094,949,17,10.61,2.140966458,528755.7932,334968.456,92984.06772
1095,949,18,11.21,2.235141737,547619.8619,347024.4887,93042.62422
1096,949,18,11.21,2.235141737,547619.8619,347024.4887,93042.62422
1097,949,18,11.21,2.235141737,547619.8619,347024.4887,93042.62422
1098,949,18,11.21,2.235141737,547619.8619,347024.4887,93042.62422
1099,949,18,11.21,2.235141737,547619.8619,347024.4887,93042.62422
1100,949,18,11.21,2.235141737,547619.8619,347024.4887,93042.62422
1101,949,23,14.44,2.667878513,784319.5528,496125.971,143283.7234
1102,949,23,14.49,2.717303328,784319.5528,496901.9724,144321.6757
1103,949,24,15.1,2.830212185,793950.1205,504333.9082,143612.5817
1104,949,24,15.1,2.830212185,793950.1205,504333.9082,143612.5817
1105,949,24,15.1,2.830212185,793950.1205,504333.9082,143612.5817
1106,949,24,15.1,2.830212185,793950.1205,504333.9082,143612.5817
1107,949,24,15.1,2.830212185,793950.1205,504333.9082,143612.5817
1108,949,24,15.1,2.830212185,793950.1205,504333.9082,143612.5817
1109,949,25,15.8,2.839120649,850081.3133,545843.6523,142672.9165
1110,949,25,15.8,2.839120649,850081.3133,545843.6523,142672.9165
1111,949,25,15.75,2.84400841,850081.3133,538514.2022,141974.7369
1112,949,25,15.75,2.84400841,850081.3133,538514.2022,141974.7369
1113,949,25,15.75,2.84400841,850081.3133,538514.2022,141974.7369
1114,949,25,15.75,2.84400841,850081.3133,538514.2022,141974.7369
1115,949,25,15.75,2.84400841,850081.3133,538514.2022,141974.7369
1116,949,24,15.1,2.805117978,831602.7448,526906.0238,139435.1836
1117,949,24,15.1,2.805117978,831602.7448,526906.0238,139435.1836
1118,949,24,15.1,2.805117978,831602.7448,526906.0238,139435.1836
1119,949,24,15.1,2.805117978,831602.7448,526906.0238,139435.1836
1120,949,24,15.1,2.805117978,831602.7448,526906.0238,139435.1836
1121,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1122,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
1123,949,23,14.47,2.672172347,815302.5611,516039.8638,138031.9195
