Ma,possible_cols,total_cols,total_cols_mean,total_cols_sd,total_area,total_area_mean,total_area_sd
412,949,220,148.6,9.518721585,5308111.535,3602786.474,386341.2083
413,949,217,146.32,9.625177422,5009558.217,3425239.813,346420.9995
414,949,217,146.44,9.779715143,4994523.63,3403595.695,358213.1226
415,949,217,146.47,9.817995228,4994523.63,3395431.818,353332.2837
416,949,217,146.4,9.763879011,4994523.63,3394840.954,346504.1943
417,949,216,145.35,9.726954115,4971472.571,3390029.49,351163.7482
418,949,213,144.33,9.518779949,5062556.5,3366971.595,379806.4693
419,949,214,144.58,9.548578613,5089161.297,3391082.646,371602.0437
420,949,231,156.42,9.694505369,6032003.367,3905278.159,425625.4016
421,949,228,152.62,10.18989398,6002973.49,3892366.787,430476.0344
422,949,232,155.4,10.36700282,6021600.082,3932616.747,443893.5349
423,949,241,162.25,10.39655635,6150114.956,3987992.944,430132.5385
424,949,252,171.32,11.05987378,6761575.477,4381408.688,448870.8728
425,949,250,168.61,10.74863863,6668521.728,4348328.824,434681.7372
426,949,251,169.8,10.8133849,6685816.679,4362985.357,457600.968
427,949,263,177.65,11.85635831,6694667.589,4478960.676,441982.6528
428,949,273,184.96,11.82013348,6926437.454,4611241.878,442980.9993
429,949,283,193.67,11.57064817,7203289.699,4809758.424,468859.0373
430,949,282,191.32,11.62449521,7187652.739,4786259.053,451444.7718
431,949,281,190.24,11.5357328,7174965.688,4754557.844,452667.7566
432,949,318,214.17,13.12877555,8351768.336,5535251.15,483007.375
433,949,314,210.74,12.93700354,8260392.566,5473495.135,487385.8931
434,949,314,210.22,12.50501314,8423149.436,5527537.329,505678.2825
435,949,314,210.79,12.67009124,8504579.74,5646063.098,515822.6705
436,949,311,208.56,12.5829129,8409432.636,5559860.538,525597.5026
437,949,314,211.88,12.56922649,8539858.779,5662453.098,508419.3485
438,949,312,206.9,12.97121911,8228493.198,5413045.25,510185.8071
439,949,306,202.61,13.59433557,8333230.187,5422892.619,540263.8795
440,949,309,204.08,13.47926204,8364075.222,5414791.413,537024.465
441,949,270,177.53,11.96413411,7522690.024,4790966.857,474505.8821
442,949,262,172.59,11.64378275,6752938.409,4370923.045,406708.3863
443,949,259,170.74,11.50021519,6697450.708,4332813.212,396586.2755
444,949,209,138.05,9.465914396,5311343.173,3466535.404,305742.9862
445,949,228,150.37,10.34423179,6434269.37,4194905.855,387617.4652
446,949,294,191.94,12.86355748,8879126.833,5783075.741,545888.9306
447,949,319,209.1,13.81662006,9342236.157,5963674.44,563420.2199
448,949,320,210.97,13.54562436,9338504.211,5979823.689,546223.5623
449,949,323,212.46,13.90328789,9042748.298,5834278.957,569689.4782
450,949,336,220.56,14.99651138,9446479.64,6137324.239,617275.1553
451,949,309,205.27,13.26334281,8513469.373,5522742.23,548347.253
452,949,311,206.62,13.62616319,7991938.816,5186358.333,530142.1641
453,949,312,207.22,13.69847002,8013656.326,5199102.723,534591.6438
454,949,320,212.67,13.85425946,8272565.265,5348632.433,541336.3518
455,949,327,216.81,13.97378137,8311964.201,5407949.294,490119.2188
456,949,322,213.83,13.90738122,7817482.961,5072505.221,454618.8314
457,949,316,209.74,14.47855956,7243962.42,4746272.656,398872.0835
458,949,310,206.43,13.74019761,6775137.646,4478769.563,381833.8284
459,949,294,198.49,12.8405096,6315341.344,4161129.446,359068.2338
460,949,248,165.47,11.20105965,5293379.952,3501796.984,312813.7705
461,949,251,167.73,11.63923615,5480307.322,3631734.81,326270.6744
462,949,245,163.18,11.14856516,5405558.105,3572005.147,326655.3681
463,949,241,160.35,10.80439024,5314726.073,3518838.149,307471.815
464,949,234,155.95,10.71709198,5210264.086,3447454.33,304391.1279
465,949,227,151.48,10.24200107,5237217.942,3541438.034,341655.1435
466,949,212,141.28,9.678759416,5052748.25,3345183.941,347456.9924
467,949,212,141.06,9.737794743,5052657.867,3336424.146,337063.4005
468,949,210,139.79,9.69045662,5046780.976,3332331.211,336214.5582
469,949,207,137.88,9.73412201,5026221.694,3313651.806,344953.9379
470,949,207,137.65,9.775639688,5026217.399,3325932.613,341795.5045
471,949,249,162.6,12.08304597,5550426.303,3639055.529,371076.4525
472,949,292,191.65,12.84827937,6212089.84,4064238.952,379685.2077
473,949,293,191.84,13.11620172,6338159.908,4121759.933,381093.1908
474,949,293,192.1,13.07437929,6338177.082,4113673.08,380609.6374
475,949,293,192.08,13.05441603,6338177.082,4107347.313,379181.2996
476,949,329,215.69,14.27415196,7105872.285,4622949.808,391274.9809
477,949,329,215.48,14.4875286,7100715.233,4624856.109,410974.0598
478,949,344,224.79,15.00188204,7204583.647,4673387.809,371595.863
479,949,346,225.57,15.68197511,7390372.523,4749708.223,398183.278
480,949,349,228.4,15.08226599,7606827.611,4919574.527,414737.1734
481,949,349,228.44,14.90123715,7606827.611,4927219.33,427407.8111
482,949,349,229.07,14.77525573,7607276.594,4916656.258,422760.3157
483,949,351,231.14,14.85078646,7627934.419,4941674.576,428604.5088
484,949,353,232.5,14.77132083,7824015.418,5079594.689,426500.8365
485,949,348,229.13,14.67193776,7698104.89,4990397.355,422743.6085
486,949,345,224.21,14.61789066,7597716.212,4923017.091,442200.061
487,949,348,226.17,14.72306992,7694807.594,4985934.369,447468.9987
488,949,355,233.14,14.97743758,7782102.444,5170170.932,429615.1123
489,949,355,233.14,14.97743758,7782102.444,5170170.932,429615.1123
490,949,356,234.01,14.98921835,7802711.984,5185463.339,434215.0117
491,949,361,236.55,15.38947233,8015421.863,5282112.524,436311.3726
492,949,361,236.35,15.35530376,8015408.489,5281479.961,420873.5631
493,949,368,242.11,15.21820746,8169810.9,5432057.569,445771.7435
494,949,350,231.79,14.64550471,7826372.187,5266408.931,441348.5438
495,949,349,231.57,14.58673467,7799603.789,5231402.185,438232.2604
496,949,345,229.96,14.17560859,7808266.319,5191609.184,447523.5561
497,949,345,228.73,14.12988451,7890878.17,5217427.371,441038.8416
498,949,343,226.27,14.72361876,7329106.762,4848588.889,403777.9878
499,949,346,226.19,14.91436498,7476701.148,4892319.066,407751.8937
500,949,298,196.11,13.24279488,6347802.931,4150836.553,356556.5528
501,949,295,194.36,13.25623162,6276833.823,4109146.443,370659.8865
502,949,247,162.73,11.74635555,4903483.391,3206525.914,309701.9156
503,949,244,160.46,11.68044208,4804202.127,3184301.046,303331.6789
504,949,248,163.31,11.34731312,4962102.396,3342273.27,304403.6777
505,949,242,159.09,10.96467699,4851686.876,3237514.145,314711.654
506,949,244,160.77,10.85706492,4950791.665,3339611.288,307951.9719
507,949,241,158.62,10.59805585,4858472.369,3255862.722,307825.6759
508,949,244,161.72,10.87957961,4912303.391,3296703.935,316622.703
509,949,222,147.35,10.44695596,4341011.212,2913292.423,293093.7294
510,949,209,137.49,9.712529656,3750819.704,2530949.297,261560.882
511,949,205,134.89,9.586285448,3701775.208,2489746.293,254116.8421
512,949,196,128.99,9.466042446,3607847.855,2426043.215,256528.0117
513,949,196,128.96,9.476094324,3607847.855,2432725.32,246962.3145
514,949,196,129.1,9.401805114,3607854.218,2423651.78,252105.3049
515,949,190,124.66,8.991825693,3606161.811,2431415.357,245828.9385
516,949,190,124.51,8.999994388,3628533,2425045.71,261456.5369
517,949,182,118.86,9.418464564,3390957.529,2222424.968,247870.4757
518,949,178,116.42,9.35082776,3196908.532,2120696.535,231511.5522
519,949,155,101.97,7.981613973,2693257.641,1797595.25,193338.4798
520,949,156,102.37,7.984397664,2675318.315,1771540.99,180584.1033
521,949,148,96.92,7.676120653,2509928.347,1646211.968,185860.1498
522,949,144,94.13,7.312166422,2478242.456,1614527.872,178068.1253
523,949,143,93.33,7.341668816,2472577.258,1604053.133,183882.5777
524,949,140,91.48,7.509562927,2412268.282,1576131.461,189062.4349
525,949,141,92.13,7.543349469,2420488.198,1578601.461,179045.0704
526,949,141,92.13,7.543349469,2420488.198,1578601.461,179045.0704
527,949,134,87.66,7.251917197,2346296.343,1512772.276,188531.9465
528,949,133,86.87,7.185359695,2338002.987,1505098.922,183597.8869
529,949,133,86.91,7.272606691,2338002.987,1501835.347,182291.6608
530,949,114,74.85,6.270622543,1937731.014,1253375.846,159822.0145
531,949,114,74.85,6.270622543,1937731.014,1253375.846,159822.0145
532,949,114,74.81,6.441179075,1937719.126,1258277.242,162886.5094
533,949,114,74.86,6.462041457,1954962.27,1275458.036,163226.7871
534,949,108,71.42,6.644174178,1778588.628,1158118.367,157759.6302
535,949,107,71.54,6.568089371,1774571.523,1147420.089,160481.6389
536,949,104,69.39,6.316396812,1732266.433,1112044.894,150796.3143
537,949,101,66.7,5.978919196,1692926.944,1086042.91,142615.639
538,949,94,62.38,5.595416595,1550221.89,1002288.984,140648.1766
539,949,94,61.92,5.553559237,1546939.74,998072.3834,147004.8715
540,949,94,61.92,5.553559237,1546939.74,998072.3834,147004.8715
541,949,92,60.38,5.544639781,1493675.98,963109.9985,142144.7851
542,949,74,48.91,4.756908851,1172232.448,764562.4234,100385.492
543,949,73,48.3,4.738622738,1147688.833,748566.5058,99899.4422
544,949,73,48.11,4.75436004,1133899.818,734101.5357,100560.3466
545,949,73,48.12,4.776372826,1133899.818,734674.4265,101175.5344
546,949,72,47.28,4.748375586,1129631.658,725759.7383,102318.8527
547,949,72,47.44,4.761631161,1121443.843,716106.1441,104531.1999
548,949,71,46.75,4.617435118,1094426.69,698730.7914,100215.9578
549,949,70,46.03,4.617610121,1096761.755,696409.6327,99310.56846
550,949,71,46.98,4.614382435,1110015.243,714947.4465,100274.9762
551,949,73,48.09,4.583887019,1129580.354,730862.6781,99577.9101
552,949,73,48.04,4.642622039,1150635.068,744829.1777,102429.0382
553,949,69,45.41,4.675521901,1094948.838,701114.5191,99209.22642
554,949,69,45.39,4.664274279,1094948.838,700446.0236,97810.1579
555,949,68,44.8,4.610046123,1067931.685,685317.0815,94463.78053
556,949,68,44.97,4.584680243,1076345.251,691088.5715,95812.05939
557,949,69,45.59,4.681998624,1155735.464,735859.3729,102658.7544
558,949,68,44.91,4.577271473,1126299.99,716809.858,102043.8422
559,949,68,44.91,4.577271473,1126299.99,716809.858,102043.8422
560,949,68,44.52,4.464178411,1130579.855,714220.2321,101635.6601
561,949,68,44.64,4.486838215,1130579.855,713069.615,104060.6296
562,949,68,44.64,4.486838215,1130579.855,713069.615,104060.6296
563,949,68,44.54,4.555870893,1113282.227,702839.3521,104238.0237
564,949,68,44.54,4.555870893,1113282.227,702839.3521,104238.0237
565,949,65,42.98,4.451716273,1107500.336,690874.9452,96941.61953
566,949,64,42.38,4.414805211,1090539.242,681234.4402,94988.32377
567,949,64,42.37,4.478128668,1091642.758,682009.5423,94221.40047
568,949,64,42.37,4.478128668,1091642.758,682009.5423,94221.40047
569,949,65,43.22,4.421206929,1091923.66,685081.7234,93274.57913
570,949,65,43.28,4.394854659,1099364.3,690145.9338,95996.32007
571,949,65,43.27,4.467288514,1097298.424,687822.4339,97124.3222
572,949,65,43.27,4.467288514,1097298.424,687822.4339,97124.3222
573,949,63,42.04,4.480981134,1070690.033,675158.7806,103277.7632
574,949,61,40.74,4.155123404,1039455.593,651480.2529,95975.98627
575,949,61,40.74,4.147824061,1039455.593,652580.7453,96602.58154
576,949,61,40.68,4.177573603,1039455.593,648875.1581,98092.87303
577,949,61,40.84,4.026979719,1051663.633,656776.2023,94756.8978
578,949,61,40.83,4.020289451,1051663.633,658236.2026,93838.0472
579,949,60,39.92,4.046896803,1023835.274,645600.6701,93672.46684
580,949,61,41.12,4.018341786,1041959.292,685854.216,93396.2798
581,949,61,41.12,4.018341786,1041959.292,685854.216,93396.2798
582,949,61,41.08,4.049392023,1041959.292,686263.1077,96200.10064
583,949,61,41.08,4.049392023,1041959.292,686263.1077,96200.10064
584,949,60,40.28,4.015324182,1027557.558,686399.47,99608.26101
585,949,60,40.28,4.015324182,1027557.558,686399.47,99608.26101
586,949,60,40.28,4.015324182,1027557.558,686399.47,99608.26101
587,949,60,40.17,4.072710363,1028911.166,695886.4865,102039.5922
588,949,60,40.17,4.072710363,1028911.166,695886.4865,102039.5922
589,949,59,39.51,4.166957566,1004245.964,673734.3125,99367.85199
590,949,59,39.51,4.166957566,1004245.964,673734.3125,99367.85199
591,949,59,39.52,4.149917852,1004245.964,672001.5854,100889.0022
592,949,59,39.85,4.152095735,1004292.404,668406.0986,100292.0669
593,949,60,40.72,4.394854659,1026007.177,681172.5762,100440.9235
594,949,62,41.78,4.423491011,1057627.942,692787.9138,106458.1419
595,949,62,41.78,4.423491011,1057627.942,692787.9138,106458.1419
596,949,62,41.78,4.423491011,1057627.942,692787.9138,106458.1419
597,949,62,41.78,4.423491011,1057627.942,692787.9138,106458.1419
598,949,61,41.13,4.446437684,1050819.244,688939.0934,104731.2171
599,949,62,41.57,4.504218001,1084756.237,703629.1869,105716.0414
600,949,62,41.57,4.504218001,1084756.237,703629.1869,105716.0414
601,949,62,41.57,4.504218001,1084756.237,703629.1869,105716.0414
602,949,62,41.57,4.504218001,1084756.237,703629.1869,105716.0414
603,949,62,41.57,4.504218001,1084756.237,703629.1869,105716.0414
604,949,61,40.77,4.467288514,1080863.917,701569.2181,106072.1806
605,949,61,40.77,4.467288514,1080863.917,701569.2181,106072.1806
606,949,61,40.76,4.43839993,1080863.917,703921.6565,105814.4605
607,949,61,40.63,4.386975673,1080863.917,699797.0101,105344.8435
608,949,61,40.63,4.386975673,1080863.917,699797.0101,105344.8435
609,949,61,40.63,4.386975673,1080863.917,699797.0101,105344.8435
610,949,62,41.11,4.369071741,1085813.35,704049.0042,105467.0432
611,949,62,40.91,4.327723642,1085292.996,704776.812,105998.5658
612,949,62,40.74,4.379982012,1082592.383,690824.1021,105215.2199
613,949,62,40.97,4.335558869,1082607.136,698681.8974,104103.375
614,949,62,40.97,4.335558869,1082607.136,698681.8974,104103.375
615,949,63,41.68,4.417321278,1094460.061,709341.5009,104781.3152
616,949,63,41.45,4.457147251,1094445.307,702032.5857,105546.4727
617,949,63,41.35,4.425306016,1093370.656,706280.0592,103629.4975
618,949,62,40.69,4.305727921,1084351.052,693894.8208,99811.47044
619,949,55,36.63,4.125934238,981973.4406,647153.693,100347.8232
620,949,55,36.74,4.064182053,977941.7098,643182.5127,93551.43664
621,949,55,36.74,4.064182053,977941.7098,643182.5127,93551.43664
622,949,55,36.74,4.064182053,977941.7098,643182.5127,93551.43664
623,949,55,36.74,4.064182053,977941.7098,643182.5127,93551.43664
624,949,55,36.74,4.064182053,977941.7098,643182.5127,93551.43664
625,949,55,36.52,4.164496404,977906.8961,638227.4015,93194.80713
626,949,55,36.52,4.164496404,977906.8961,638227.4015,93194.80713
627,949,55,36.52,4.164496404,977906.8961,638227.4015,93194.80713
628,949,53,35.48,4.183855455,939159.9275,620187.3684,97211.06414
629,949,53,35.48,4.183855455,939159.9275,620187.3684,97211.06414
630,949,53,35.48,4.183855455,939159.9275,620187.3684,97211.06414
631,949,53,35.48,4.183855455,939159.9275,620187.3684,97211.06414
632,949,51,34.05,4.093293357,921960.4501,605685.0067,94315.38105
633,949,51,34.06,4.054726635,923626.2634,607789.8667,99574.83066
634,949,51,34.16,4.086736368,923626.2634,609971.9889,102127.4571
635,949,51,34.16,4.086736368,923626.2634,609971.9889,102127.4571
636,949,42,28.17,3.446722935,748796.131,498326.4102,81903.95876
637,949,41,27.55,3.409360259,739407.0099,492035.3163,82867.68483
638,949,41,27.55,3.409360259,739407.0099,492035.3163,82867.68483
639,949,41,27.55,3.409360259,739407.0099,492035.3163,82867.68483
640,949,40,26.95,3.346564649,713769.0033,476245.1081,81305.51447
641,949,40,26.95,3.346564649,713769.0033,476245.1081,81305.51447
642,949,40,26.98,3.324169221,713769.0033,478792.1655,82961.79811
643,949,40,26.98,3.324169221,713769.0033,478792.1655,82961.79811
644,949,37,24.6,3.10099365,670867.107,449874.4759,78668.52635
645,949,37,24.6,3.10099365,670867.107,449874.4759,78668.52635
646,949,38,25.19,3.138857155,684742.657,458812.8784,77412.90772
647,949,38,25.19,3.138857155,684742.657,458812.8784,77412.90772
648,949,38,25.19,3.138857155,684742.657,458812.8784,77412.90772
649,949,38,25.19,3.138857155,684742.657,458812.8784,77412.90772
650,949,46,29.89,3.5015004,908633.7822,584901.1884,94071.1454
651,949,46,29.89,3.5015004,908633.7822,584901.1884,94071.1454
652,949,46,29.89,3.5015004,908633.7822,584901.1884,94071.1454
653,949,45,29.39,3.449183771,896675.2995,578174.5282,93489.74952
654,949,46,30.06,3.57832984,908026.2302,585900.1963,94623.11306
655,949,46,30.06,3.57832984,908026.2302,585900.1963,94623.11306
656,949,45,29.21,3.554183763,897792.1253,594232.5378,93244.44258
657,949,47,31.08,3.729976846,904634.7399,610740.4591,92711.94263
658,949,47,31.08,3.729976846,904634.7399,610740.4591,92711.94263
659,949,47,31.07,3.679742525,904634.7399,610208.8822,91153.5041
660,949,48,31.72,3.739172922,919323.4246,617674.4516,87894.30849
661,949,48,31.81,3.636779017,919363.4482,619795.1631,88399.6722
662,949,48,31.81,3.636779017,919363.4482,619795.1631,88399.6722
663,949,48,31.81,3.636779017,919363.4482,619795.1631,88399.6722
664,949,44,29.57,3.325004747,865999.0436,608626.7665,108171.8519
665,949,44,29.99,3.273693741,866038.8809,613260.5511,109017.9698
